SourceID ra dec _25um_Flux_8pix _25um_Flux_8pix_err _25um_Flux_G2D _25um_Flux_G2D_err fwhm25 _37um_Flux_10_5pix _37um_Flux_10_5pix_err _37um_Flux_G2D _37um_Flux_G2D_err fwhm37 _25ApPhot_qflag _37ApPhot_qflag G2D25_qflag G2D37_qflag bkg_qflag25 bkg_qflag37 vExtFlag25 vExtFlag37
SFGC359.427-0.0699 266.130917 -29.461053 3.28 0.106 3.341 0.07304 6.061 9.956 0.2498 9.053 0.174 8.042 000 000 0 0.0 0 0 0 0
SFGC359.569-0.0414 266.188167 -29.325131 28.15 0.2319 30.91 0.1895 7.187 61.77 0.6701 55.34 0.6057 10.44 000 000 0 0.0 0 0 0 0
SFGC0.222+0.0246 266.512917 -28.733892 5.045 0.1373 5.388 0.1112 7.126 12.73 0.3536 11.06 0.2826 9.225 000 000 0 0.0 0 0 0 0
SFGC0.252-0.0400 266.593792 -28.741656 "" "" "" "" "" 2.537 0.411 2.532 0.2173 6.103 111 000 1 0.0 0 0 0 0
SFGC359.986-0.0110 266.407083 -28.954178 7.493 0.1439 7.659 0.09162 5.6 12.3 0.4679 13.57 0.2328 5.743 000 000 0 0.0 0 0 0 0
SFGC0.061+0.0083 266.433375 -28.879494 7.665 0.3384 9.226 0.4634 12.04 27.17 0.8528 24.07 0.9446 12.79 000 000 0 0.0 1 0 1 0
SFGC0.137+0.0533 266.434208 -28.79185 "" "" 0.8448 0.2038 5.062 "" "" 3.979 0.6382 5.29 111 011 0 0.0 1 0 0 0
SFGC0.113-0.0979 266.567708 -28.890686 2.967 0.1197 "" "" "" 3.589 0.3313 "" "" "" 000 000 1 1.0 0 0 0 0
SFGC0.054-0.0595 266.495375 -28.920733 3.51 0.1297 3.746 0.1114 7.555 4.446 0.4457 4.003 0.307 7.951 000 000 0 0.0 0 0 0 0
SFGC0.664-0.0890 266.884792 -28.414922 0.868 0.1032 1.029 0.08937 7.615 3.542 0.3362 3.363 0.3152 10.82 000 000 0 0.0 0 0 0 0
SFGC0.071-0.0525 266.498583 -28.902786 0.678 0.1196 0.8884 0.05521 4.062 "" "" 0.2249 0.06199 2.241 001 111 0 0.0 0 0 0 0
SFGC359.445-0.0223 266.094708 -29.421283 4.051 0.2318 4.574 0.2033 7.715 5.068 0.4354 "" "" "" 000 000 0 1.0 0 0 0 0
SFGC359.942-0.0667 266.435375 -29.020581 5.497 0.1035 5.753 0.07992 6.792 "" "" 1.441 0.1677 4.11 000 011 0 0.0 0 0 0 0
SFGC0.108-0.0973 266.563917 -28.894869 "" "" 0.519 0.04042 2.994 "" "" 0.4045 0.1012 3.826 011 111 0 0.0 0 0 0 0
SFGC359.534-0.0681 266.193 -29.369386 2.45 0.1876 3.048 0.3918 18.37 8.779 0.3962 7.205 0.5103 14.87 000 000 0 0.0 0 0 1 1
SFGC0.192-0.0395 266.557417 -28.793161 11.91 1.509 16.15 2.253 13.13 34.77 2.266 31.02 2.592 13.21 000 000 0 0.0 1 0 1 0
SFGC0.184+0.0025 266.51175 -28.778033 3.347 0.1458 4.089 0.2017 12.17 11.4 0.4193 "" "" 26 000 000 0 1.0 0 0 1 0
SFGC359.999-0.0045 266.408875 -28.939256 0.9487 0.1186 0.7753 0.0509 3.774 "" "" 0.6889 0.1651 4.831 000 111 0 0.0 0 0 0 0
SFGC0.130-0.0363 266.517833 -28.843953 6.332 0.271 7.023 0.2247 7.292 "" "" 3.67 0.6374 5.972 000 111 0 0.0 0 0 0 0
SFGC359.603-0.0369 266.204042 -29.293989 "" "" 0.4647 0.05406 2.587 1.738 0.535 1.635 0.2099 4.53 011 000 0 0.0 0 0 0 0
SFGC0.304-0.0528 266.636917 -28.704119 0.6467 0.1605 1.424 0.1549 8.492 1.171 0.3631 2.166 0.2289 7.279 000 001 0 0.0 0 0 0 0
SFGC0.297-0.0322 266.612792 -28.6992 1.938 0.1367 2.361 0.1819 11.71 4.806 0.2894 4.173 0.2117 8.445 000 000 0 0.0 0 0 0 0
SFGC0.687-0.0326 266.843667 -28.365731 1.561 0.2174 1.636 0.1527 6.178 14.63 0.4966 13.57 0.3142 7.305 000 000 0 0.0 0 0 0 0
SFGC359.926-0.0472 266.407042 -29.023739 "" "" "" "" "" 32.28 4.535 "" "" "" 111 000 1 1.0 1 1 0 0
SFGC359.945-0.0313 266.402958 -28.999261 9.836 0.4203 12.73 0.7269 15.21 28.49 1.959 22.47 2.812 16.57 000 000 0 0.0 1 1 1 1
SFGC359.659-0.0275 266.228083 -29.241656 3.811 0.1772 3.96 0.1157 5.741 13.46 0.6808 11.48 0.5254 8.91 000 000 0 0.0 1 1 0 0
SFGC0.184-0.0644 266.577375 -28.812256 0.8996 0.1485 1.044 0.08498 5.033 "" "" 1.016 0.1964 5.137 001 111 0 0.0 0 0 0 0
SFGC0.153+0.0245 266.471917 -28.793111 5.882 0.2652 7.164 0.3273 10.86 24.03 1.11 20.58 1.213 12.62 000 000 0 0.0 1 0 0 0
SFGC0.074+0.0128 266.436792 -28.865953 8.07 0.5922 10.09 0.9348 13.89 40.36 1.51 35.27 2.005 15.32 000 000 0 0.0 1 0 1 1
SFGC0.598-0.0453 266.803333 -28.448658 7.531 0.4605 "" "" "" 48.15 1.761 "" "" 26 000 000 1 1.0 1 1 0 0
SFGC0.058+0.0129 266.426917 -28.879983 13.77 0.2769 16.3 0.364 11.56 25.3 0.8188 21.64 0.9252 13.04 000 000 0 0.0 0 0 0 0
SFGC0.484-0.0583 266.748583 -28.553175 9.466 0.331 10.94 0.3428 9.11 23.24 1.667 20.24 1.53 10.6 000 000 0 0.0 1 0 0 0
SFGC0.606-0.0515 266.814167 -28.444994 16.72 0.5287 20.19 0.5746 9.559 61.03 1.373 49.71 1.741 14.64 000 000 0 0.0 1 1 0 1
SFGC359.420-0.0865 266.142583 -29.476292 9.253 0.1728 10.73 0.2053 10.45 29.78 0.643 26.45 0.6445 11.57 000 000 0 0.0 0 0 0 0
SFGC359.440-0.0702 266.138667 -29.450508 15.44 0.1537 17.02 0.1338 7.653 30.55 0.3698 26.84 0.3207 10.01 000 000 0 0.0 0 0 0 0
SFGC0.206-0.0699 266.595542 -28.796744 4.018 0.1959 4.475 0.1879 8.434 5.305 0.4435 5.639 0.3502 9.116 000 000 0 0.0 0 0 0 0
SFGC0.161-0.0394 266.539333 -28.818853 11.11 1.866 12.97 1.894 8.927 "" "" 6.561 1.501 5.911 000 011 0 0.0 1 1 0 0
SFGC0.146-0.0261 266.517375 -28.824906 2.613 0.3656 2.873 0.3341 8.039 9.166 1.013 8.558 0.7134 8.134 000 000 0 0.0 1 0 0 0
SFGC359.429+0.0103 266.053417 -29.417606 1.454 0.08527 1.548 0.07058 7.28 6.318 0.2447 "" "" "" 000 000 0 1.0 0 0 0 0
SFGC0.063+0.0112 266.431333 -28.876931 2.824 0.4727 3.42 0.4354 8.102 9.658 1.166 8.697 0.9123 9.035 000 000 0 0.0 1 0 0 0
SFGC0.165-0.0441 266.546042 -28.818294 34.58 2.037 43.46 3.237 13.98 64.28 3.035 54.05 4.627 17.6 000 000 0 0.0 1 1 1 1
SFGC359.572-0.0573 266.205042 -29.331464 4.69 0.07566 3.905 0.03 2.769 5.455 0.1536 4.556 0.0712 3.992 000 000 0 0.0 0 0 0 0
SFGC0.679-0.0618 266.866917 -28.388211 1.661 0.1612 1.875 0.1476 8.056 6.259 0.4411 "" "" 26 000 000 0 1.0 0 0 0 0
SFGC359.948-0.0184 266.391792 -28.990361 0.828 0.2036 1.389 0.1328 5.737 2.484 0.6204 3.24 0.3528 6.564 000 000 0 0.0 1 0 0 0
SFGC359.538-0.0643 266.191833 -29.363769 "" "" 0.2466 0.03278 2.545 "" "" 0.2431 0.05716 2.135 011 111 0 0.0 0 0 0 0
SFGC0.333-0.0618 266.662875 -28.683947 31.43 0.3809 34.59 0.3362 7.763 81 1.213 71.75 0.9904 9.427 000 000 0 0.0 1 0 0 0
SFGC359.990-0.0532 266.451167 -28.972036 1.268 0.1398 "" "" "" 5.721 0.3984 4.559 0.3513 10.18 000 000 1 0.0 0 0 0 0
SFGC0.668-0.0906 266.888458 -28.412656 "" "" 0.2489 0.03129 2.815 2.157 0.4264 2.033 0.3156 8.547 011 000 0 0.0 0 0 0 0
SFGC359.985-0.0538 266.448333 -28.977275 "" "" 0.1956 0.03545 2.624 "" "" 1.196 0.1366 4.365 111 011 0 0.0 0 0 0 0
SFGC359.757+0.0046 266.255375 -29.141283 "" "" 0.4824 0.05914 2.581 "" 0.5256 "" "" "" 011 000 0 1.0 1 0 0 0
SFGC359.439-0.0895 266.156708 -29.461814 11.01 0.5884 13.98 1.221 18.25 37.06 1.621 32.42 2.208 15.73 000 000 0 0.0 1 0 1 1
SFGC359.937+0.0296 266.338292 -28.974906 4.291 0.1393 5.208 0.1711 10.8 15.33 0.5036 13.36 0.4895 11.22 000 000 0 0.0 0 0 0 0
SFGC359.580-0.0792 266.231583 -29.33575 1.489 0.08962 1.59 0.06998 6.869 3.08 0.1711 2.618 0.1522 10.27 000 000 0 0.0 0 0 0 0
SFGC0.059+0.0221 266.418375 -28.874536 6.958 0.2953 8.203 0.4261 12.69 7.225 0.7868 "" "" 26 000 000 0 1.0 1 0 1 0
SFGC359.882-0.0102 266.344708 -29.042047 1.192 0.1829 1.423 0.2332 11.21 7.897 0.5754 6.824 0.5587 11.21 000 000 0 0.0 0 0 0 0
SFGC359.946-0.0360 266.407708 -29.001361 24.52 3.167 "" "" 20 53.92 3.478 47.01 4.084 13.56 000 000 1 0.0 1 1 0 0
SFGC0.337-0.0128 266.617333 -28.655333 76.64 0.8439 85.53 0.7873 8.206 114 1.707 97.96 1.532 10.37 000 000 0 0.0 1 0 0 0
SFGC0.071+0.0050 266.442375 -28.872894 1.063 0.2846 1.395 0.2 6.181 4.725 0.9401 5.263 0.6566 8.063 001 001 0 0.0 0 0 0 0
SFGC359.979+0.0266 266.366625 -28.940189 31.23 1.408 36.78 1.55 9.685 64.15 2.315 53.1 2.368 11.81 000 000 0 0.0 1 1 0 0
SFGC0.489-0.0746 266.767583 -28.557039 111.2 1.426 140.2 2.45 15.11 214.5 2.513 176.6 3.356 15.41 000 000 0 0.0 1 1 1 1
SFGC0.011+0.0364 266.375792 -28.908217 70.68 2.236 "" "" "" 130.6 3.271 "" "" "" 000 000 1 1.0 1 1 0 0
SFGC359.547-0.0525 266.185333 -29.350392 1.083 0.1403 1.096 0.08104 5.081 2.358 0.3252 2.352 0.1912 6.786 000 000 0 0.0 0 0 0 0
SFGC0.089+0.0596 266.4 -28.828908 4.402 0.2692 5.816 0.3714 12.13 16.63 0.768 14.39 0.6382 9.594 000 000 0 0.0 0 0 1 0
SFGC0.199-0.0657 266.587083 -28.800825 28.61 1.012 35.1 1.491 12.96 83.01 2.505 68.96 3.065 14.13 000 000 0 0.0 1 1 1 1
SFGC0.184+0.0305 266.484458 -28.763389 2.819 0.1274 3.048 0.1185 8.182 5.497 0.2725 5.296 0.2013 8.529 000 000 0 0.0 0 0 0 0
SFGC0.310-0.0660 266.653583 -28.705519 "" "" "" "" "" 1.787 0.3863 1.919 0.2038 6.091 111 000 1 0.0 0 0 0 0
SFGC0.667-0.0358 266.834792 -28.384742 53.51 0.3053 60.05 0.2883 8.306 744.5 3.335 666.6 2.73 9.45 000 000 0 0.0 1 1 0 0
SFGC359.858+0.0013 266.318875 -29.057042 23.85 1.416 30.44 3.004 18.66 45.82 2.108 38.16 3.773 20.67 000 000 0 0.0 1 0 1 1
SFGC0.529-0.0852 266.801625 -28.528222 23.19 1.102 29.66 1.894 15.11 52.72 1.936 45.7 2.441 14.55 000 000 0 0.0 1 0 1 1
SFGC359.598-0.0423 266.2065 -29.300814 9.541 0.1853 11.14 0.2198 10.43 18.15 0.4163 14.87 0.4528 12.56 000 000 0 0.0 0 0 0 0
SFGC359.742+0.0065 266.244708 -29.152908 0.715 0.111 0.739 0.03913 3.102 "" "" 0.3798 0.05002 2.537 000 111 0 0.0 0 0 0 0
SFGC0.157+0.0892 266.411458 -28.755689 "" "" 0.4383 0.06522 3.462 "" "" "" "" "" 011 111 0 1.0 0 0 0 0
SFGC0.167-0.0504 266.553125 -28.820189 25.24 1.575 31.42 2.4 13.4 33.02 1.527 27.35 1.685 12.74 000 000 0 0.0 1 1 1 0
SFGC0.080-0.0505 266.501583 -28.894464 2.736 0.2135 3.355 0.2819 11.61 5.7 0.344 "" "" "" 000 000 0 1.0 0 0 0 0
SFGC359.930-0.0428 266.405208 -29.018044 18.68 1.663 "" "" "" 90.17 9.993 "" "" 26 000 000 1 1.0 1 1 0 0
SFGC0.199+0.0357 266.488458 -28.747781 4.02 0.16 4.832 0.2041 11.22 17.27 0.4417 15.11 0.4144 10.83 000 000 0 0.0 0 0 0 0
SFGC359.403-0.0063 266.053917 -29.448567 5.724 0.1076 4.964 0.03926 2.798 4.841 0.256 3.981 0.09562 3.557 000 000 0 0.0 0 0 0 0
SFGC0.517-0.0478 266.75825 -28.518956 12.15 0.9584 15.9 2.416 20 53.93 1.631 44 2.589 18.32 000 000 0 0.0 1 1 1 1
SFGC0.481+0.0695 266.622458 -28.489522 1.714 0.1671 2.422 0.2071 10.91 9.615 1.523 8.695 1.703 12.91 000 000 0 0.0 1 0 0 0
SFGC0.333-0.0644 266.665542 -28.684994 9.07 0.4906 "" "" "" 37.38 1.642 "" "" "" 000 000 1 1.0 1 1 0 0
SFGC0.184+0.0398 266.475708 -28.758178 3.165 0.3157 3.949 0.3665 10.21 5.491 0.6231 5.776 0.5466 10.13 000 000 0 0.0 1 0 0 0
SFGC0.031-0.0882 266.50925 -28.955961 15.13 0.09712 14.22 0.04563 4.132 15.63 0.338 13.78 0.1469 5.016 000 000 0 0.0 0 0 0 0
SFGC0.217-0.1219 266.65275 -28.814208 1.571 0.1861 1.986 0.2929 13.84 7.346 0.4935 6.024 0.3542 8.287 000 000 0 0.0 0 0 1 0
SFGC0.087-0.0588 266.514042 -28.892583 1.445 0.1227 1.633 0.1353 9.696 6.068 0.3236 5.199 0.287 10.24 000 000 0 0.0 0 0 0 0
SFGC359.568-0.0695 266.215 -29.340694 1.749 0.08342 1.731 0.05366 5.658 5.863 0.1658 5.166 0.1212 8.441 000 000 0 0.0 0 0 0 0
SFGC0.579-0.0449 266.7915 -28.465214 11.73 0.1848 13.76 0.216 10.28 30.55 0.5258 "" "" "" 000 000 0 1.0 0 0 0 0
SFGC359.936-0.0677 266.433208 -29.025794 1.568 0.1174 1.801 0.1148 8.6 9.871 0.3913 8.71 0.3812 11.25 000 000 0 0.0 0 0 0 0
SFGC359.464-0.0966 266.178917 -29.443903 4.005 0.1016 4.399 0.1038 8.982 9.288 0.3178 8.822 0.2611 9.485 000 000 0 0.0 0 0 0 0
SFGC0.520-0.0400 266.752375 -28.512508 6.907 0.4361 8.143 0.5275 10.64 20.77 1.223 19.26 1.47 13.88 000 000 0 0.0 1 0 0 0
SFGC0.195-0.0687 266.587917 -28.805311 21.08 0.6391 25.5 0.6849 9.427 58.05 1.465 48.76 1.187 9.348 000 000 0 0.0 1 1 0 0
SFGC359.909-0.0282 266.37825 -29.028531 0.5022 0.1103 0.4981 0.04814 3.839 1.048 0.2504 "" "" "" 001 000 0 1.0 0 0 0 0
SFGC359.603-0.0592 266.225833 -29.305631 0.5303 0.08557 0.4074 0.03963 4.074 "" "" "" "" "" 000 111 0 1.0 0 0 0 0
SFGC0.197-0.0638 266.584542 -28.800856 16.66 1.72 21.39 2.432 12.44 57.92 3.929 48.81 4.846 14.24 000 000 0 0.0 1 1 1 1
SFGC359.548-0.0483 266.182292 -29.346647 3.435 0.1299 3.014 0.04935 3.343 4.859 0.3246 4.564 0.1317 4.684 000 000 0 0.0 0 0 0 0
SFGC0.069-0.0023 266.44825 -28.878503 "" "" 0.6775 0.1265 4.471 "" "" 2.795 0.3487 5.854 011 011 0 0.0 0 0 0 0
SFGC0.060-0.0687 266.507625 -28.920825 10.83 0.1894 12.51 0.2027 9.411 6.408 0.3646 5.74 0.268 8.486 000 000 0 0.0 0 0 0 0
SFGC0.482-0.0369 266.726458 -28.544039 13.85 0.1155 13.51 0.06971 4.451 23.78 0.2691 21.17 0.1478 5.323 000 000 0 0.0 0 0 0 0
SFGC0.598-0.0471 266.805167 -28.449558 16.49 0.4947 "" "" "" 92.52 1.875 "" "" 26 000 000 1 1.0 1 1 0 0
SFGC0.669-0.0350 266.835292 -28.382528 31.12 0.4042 "" "" 20 501.6 4.689 389.7 6.51 16.03 000 000 1 0.0 1 1 0 1
SFGC0.515-0.0619 266.770583 -28.528325 3.739 0.1415 4.124 0.13 8.08 4.406 0.5642 5.664 0.365 7.468 000 000 0 0.0 0 0 0 0
SFGC0.623-0.0615 266.833958 -28.435606 0.7527 0.09878 0.9846 0.1019 9.075 5.99 0.224 5.471 0.193 9.95 000 000 0 0.0 0 0 0 0
SFGC0.115-0.0426 266.51475 -28.860475 1.676 0.2502 "" "" 20 8.899 0.8083 "" "" 26 000 000 1 1.0 0 0 0 0
SFGC359.506-0.0669 266.175333 -29.392139 1.41 0.1409 1.342 0.07395 4.617 6.335 0.3365 "" "" 26 000 000 0 1.0 0 0 0 0
SFGC0.142+0.0262 266.463917 -28.801242 13.83 0.4384 16.45 0.5668 11.37 50.85 1.929 43.2 2.149 12.86 000 000 0 0.0 1 0 0 0
SFGC359.544-0.0861 266.216792 -29.369917 3.513 0.1035 2.962 0.0348 2.524 6.792 0.1818 5.301 0.07623 4.842 000 000 0 0.0 0 0 0 0
SFGC0.080+0.0543 266.39975 -28.839447 5.005 0.553 6.479 0.9877 15.71 21.05 1.661 18.88 1.798 12.5 000 000 0 0.0 1 0 1 0
SFGC0.088+0.0833 266.375917 -28.818072 1.291 0.2441 1.427 0.1577 5.684 8.496 0.5587 7.469 0.4915 10.16 000 000 0 0.0 0 0 0 0
SFGC359.597-0.0903 266.252708 -29.326942 2.161 0.1517 1.81 0.06817 3.953 4.948 0.203 4.075 0.1046 5.947 000 000 0 0.0 0 0 0 0
SFGC359.482-0.0800 266.173458 -29.420003 3.201 0.08896 3.513 0.08088 7.997 7.57 0.1858 6.76 0.1779 11.06 000 000 0 0.0 0 0 0 0
SFGC0.305-0.0724 266.656333 -28.713706 2.823 0.1205 3.339 0.1366 9.976 3.323 0.3236 3.253 0.2635 9.402 000 000 0 0.0 0 0 0 0
SFGC0.099-0.0555 266.518083 -28.880369 3.205 0.2231 3.892 0.1853 7.305 1.949 0.4639 3.059 0.2812 6.998 000 001 0 0.0 0 0 0 0
SFGC0.164+0.0213 266.482 -28.784806 2.472 0.2723 "" "" 20 14.82 0.5538 12.54 0.6308 13.15 000 000 1 0.0 0 0 0 0
SFGC359.408-0.0241 266.0745 -29.453375 15.94 0.1002 16.3 0.07133 6.262 35.46 0.312 31.92 0.234 8.658 000 000 0 0.0 0 0 0 0
SFGC359.577-0.0909 266.241042 -29.344672 1.91 0.1687 1.849 0.05397 2.813 4.093 0.2943 2.436 0.09224 3.618 000 000 0 0.0 0 0 0 0
SFGC359.943-0.0469 266.417 -29.009078 856.3 20.84 1057 29.88 12.61 865.1 36.37 753.5 40.22 12.77 000 000 0 0.0 1 1 1 0
SFGC359.924-0.0069 266.366458 -29.004731 1.452 0.1303 1.265 0.07086 4.782 7.577 0.4053 6.485 0.4443 12.65 000 000 0 0.0 0 0 0 0
SFGC0.071-0.0198 266.46625 -28.886283 4.144 0.1805 4.817 0.1984 9.666 16.31 0.5508 14.2 0.5249 11 000 000 0 0.0 0 0 0 0
SFGC0.013-0.0645 266.475417 -28.959058 12.57 0.1717 14.43 0.1803 9.236 13.48 0.3685 11.55 0.3662 11.47 000 000 0 0.0 0 0 0 0
SFGC0.171-0.0341 266.539667 -28.808278 2.548 0.8355 3.493 1.032 10.86 16.58 0.8078 13.54 0.7961 11.38 100 000 0 0.0 1 0 0 0
SFGC359.449-0.0851 266.158792 -29.450561 1.715 0.1747 "" "" "" 13.31 0.4155 11.68 0.4068 11.3 000 000 1 0.0 0 0 0 0
SFGC359.409-0.0386 266.089458 -29.460028 9.082 0.1635 10.94 0.2078 11.18 23.42 0.4232 20.09 0.4632 12.64 000 000 0 0.0 0 0 0 0
SFGC0.642-0.0920 266.874917 -28.435031 8.426 0.3032 10.27 0.463 13.43 47.42 1.222 40.22 1.741 16.46 000 000 0 0.0 1 0 1 1
SFGC359.384-0.0760 266.110625 -29.5014 1.662 0.1068 1.861 0.08412 6.927 4.094 0.3127 4.007 0.2677 9.885 000 000 0 0.0 0 0 0 0
SFGC0.166-0.0473 266.54975 -28.819194 24.7 2.933 33.7 6.641 19.92 40.7 4.544 "" "" 26 000 000 0 1.0 1 1 1 0
SFGC359.432-0.0839 266.147542 -29.464125 3.692 0.8422 5.531 1.135 11.85 16.74 2.156 15.98 2.211 11.84 000 000 0 0.0 1 0 0 0
SFGC0.108-0.0272 266.496 -28.857708 4.105 0.1301 4.747 0.1446 9.782 11.7 0.3934 "" "" 26 000 000 0 1.0 0 0 0 0
SFGC0.114-0.0328 266.504708 -28.855994 2.188 0.1163 2.398 0.1095 8.286 8.487 0.3321 7.705 0.2787 9.689 000 000 0 0.0 0 0 0 0
SFGC359.972-0.0010 266.38925 -28.960739 1.995 0.138 2.207 0.1223 7.799 "" "" 0.6465 0.1375 4.377 000 111 0 0.0 0 0 0 0
SFGC359.423-0.0951 266.152917 -29.477967 4.789 0.3316 6.087 0.5821 15.44 30.58 0.8296 24.97 1.286 17.9 000 000 0 0.0 1 0 1 1
SFGC0.166+0.0198 266.484375 -28.784119 2.808 0.2454 3.301 0.2353 8.435 8.675 0.4847 7.705 0.4801 11.44 000 000 0 0.0 0 0 0 0
SFGC0.076+0.0278 266.422875 -28.857164 3.826 0.314 4.492 0.3292 9.224 8.795 0.6344 7.718 0.5359 9.751 000 000 0 0.0 1 0 0 0
SFGC359.995-0.0433 266.4445 -28.962653 "" "" 0.09858 0.02383 1.11 2.798 0.492 2.472 0.2483 5.825 110 000 0 0.0 0 0 0 0
SFGC0.041-0.0978 266.5245 -28.952414 0.4771 0.1272 "" "" "" 0.873 0.2697 1.015 0.1114 4.769 101 001 1 0.0 0 0 0 0
SFGC359.420-0.0394 266.09675 -29.451125 1.574 0.09404 1.483 0.04446 4.158 3.969 0.2204 3.589 0.1406 7.366 000 000 0 0.0 0 0 0 0
SFGC0.196-0.0613 266.581292 -28.800572 29.15 1.274 36.17 1.798 12.41 82.56 2.928 66.88 3.723 14.68 000 000 0 0.0 1 1 1 1
SFGC359.950-0.0755 266.448792 -29.018264 0.8517 0.09852 0.908 0.08172 7.296 9.243 0.34 7.808 0.4387 14.9 000 000 0 0.0 0 0 0 1
SFGC0.068+0.0391 266.407542 -28.857411 18.72 0.7917 23.27 1.439 15.99 64.17 2.301 54.41 3.515 17.63 000 000 0 0.0 1 0 1 1
SFGC0.187+0.0086 266.508042 -28.771661 0.9959 0.1666 1.06 0.09167 4.839 6.257 0.3905 5.645 0.3096 9.153 000 000 0 0.0 0 0 0 0
SFGC0.111-0.0696 266.539125 -28.877194 1.806 0.115 2.081 0.09611 7.354 4.857 0.274 4.061 0.1579 6.654 000 000 0 0.0 0 0 0 0
SFGC359.928-0.0280 266.3895 -29.012147 "" "" "" "" 20 5.256 0.4141 4.302 0.2653 7.396 111 000 1 0.0 0 0 0 0
SFGC359.977-0.0573 266.44725 -28.985683 1.636 0.1204 1.725 0.08457 6.177 2.966 0.3021 2.612 0.1753 6.698 000 000 0 0.0 0 0 0 0
SFGC359.514-0.0740 266.186708 -29.389531 0.7514 0.09467 0.6559 0.03454 3.209 "" "" 0.53 0.07998 3.631 000 011 0 0.0 0 0 0 0
SFGC359.999-0.1693 266.5695 -29.0254 3.186 0.2774 3.827 0.4726 14.98 5.994 0.5466 5.364 0.5081 10.73 000 000 0 0.0 0 0 1 0
SFGC0.137-0.0822 266.566833 -28.861622 4.427 0.3166 "" "" "" "" 0.6152 "" "" "" 000 000 1 1.0 1 0 0 0
SFGC0.658-0.0413 266.835 -28.395025 31.29 0.1338 30.15 0.07667 5.04 235.8 0.5035 213.2 0.2688 6.163 000 000 0 0.0 0 0 0 0
SFGC0.677-0.0267 266.831875 -28.371497 "" "" "" "" "" 10.81 0.5173 10.41 0.3806 8.494 111 000 1 0.0 0 0 0 0
SFGC359.868-0.0194 266.345333 -29.058828 4.804 0.1908 6.149 0.2194 10.12 9.209 0.4027 8.427 0.3379 9.686 000 000 0 0.0 0 0 0 0
SFGC359.562-0.0819 266.223042 -29.352969 7.246 0.128 8.26 0.1299 8.926 10.97 0.2536 9.707 0.2398 10.92 000 000 0 0.0 0 0 0 0
SFGC359.467-0.0738 266.158625 -29.429183 5.168 0.09535 5.078 0.05643 4.326 9.503 0.2473 8.178 0.1659 7.748 000 000 0 0.0 0 0 0 0
SFGC359.966-0.0312 266.415167 -28.981428 21.17 1.556 "" "" "" 94.25 3.486 "" "" "" 000 000 1 1.0 1 1 0 0
SFGC0.074+0.0208 266.428833 -28.862094 8.809 0.3252 9.78 0.3144 8.503 24.37 1.257 22 1.086 9.98 000 000 0 0.0 1 0 0 0
SFGC359.408-0.0306 266.080667 -29.457033 1.366 0.108 1.337 0.06208 5.054 2.235 0.3468 2.22 0.1544 5.14 000 000 0 0.0 0 0 0 0
SFGC0.092+0.0080 266.452042 -28.853386 30 1.699 40.5 2.631 13.62 90.2 3.615 73.52 5.179 16.54 000 000 0 0.0 1 1 1 1
SFGC0.656-0.0433 266.835792 -28.397756 3.446 0.1895 "" "" "" 52.52 1.172 "" "" 26 000 000 1 1.0 1 1 0 0
SFGC0.285-0.0780 266.650542 -28.732903 3.872 0.1561 3.687 0.07737 4.359 12.04 0.3474 10.32 0.242 8.042 000 000 0 0.0 0 0 0 0
SFGC359.459-0.0824 266.161875 -29.44105 0.8999 0.1309 1.033 0.109 7.322 4.738 0.4568 "" "" "" 000 000 0 1.0 0 0 0 0
SFGC359.649-0.0830 266.276292 -29.279281 2.36 0.1449 3.026 0.1637 9.936 10.73 0.8023 8.719 1.31 18.85 000 000 0 0.0 0 0 0 1
SFGC0.158+0.0192 266.480292 -28.791214 0.6409 0.1991 0.8123 0.09447 4.174 6.358 0.5967 6.09 0.4279 8.279 001 000 0 0.0 0 0 0 0
SFGC359.937-0.0093 266.376625 -28.994708 0.421 0.123 0.6233 0.06079 4.345 "" "" 0.4577 0.142 4.398 001 111 0 0.0 0 0 0 0
SFGC359.505-0.1076 266.214333 -29.414683 16.38 0.1502 13.69 0.05021 2.547 7.912 0.2299 6.673 0.07322 3.676 000 000 0 0.0 0 0 0 0
SFGC359.941+0.0150 266.35525 -28.978694 17.73 0.3437 22.17 0.6887 17.63 43.78 2.303 36.88 3.163 15.85 000 000 0 0.0 1 0 1 1
SFGC359.938-0.0736 266.44 -29.027203 3.064 0.1251 3.306 0.1193 8.387 "" "" 1.332 0.3593 7.514 000 111 0 0.0 0 0 0 0
SFGC359.643-0.0383 266.229375 -29.260658 15.57 0.1055 16.45 0.08282 6.903 29.19 0.2385 26.14 0.1845 8.932 000 000 0 0.0 0 0 0 0
SFGC0.303-0.0637 266.646958 -28.710569 3.27 0.1045 3.89 0.1128 9.495 4.186 0.2715 "" "" "" 000 000 0 1.0 0 0 0 0
SFGC359.935-0.0337 266.399125 -29.009328 5.726 0.4718 6.588 0.4213 7.853 14 2.322 12.21 1.606 7.986 000 000 0 0.0 1 0 0 0
SFGC359.924-0.0762 266.433958 -29.040956 2.669 0.242 "" "" 20 4.175 0.5661 "" "" "" 000 000 1 1.0 0 0 0 0
SFGC359.924-0.0225 266.381417 -29.013106 1.415 0.1266 1.461 0.08808 6.121 4.502 0.3192 "" "" 26 000 000 0 1.0 0 0 0 0
