SourceID ra dec _25um_Flux_8pix _25um_Flux_8pix_err _25um_Flux_G2D _25um_Flux_G2D_err fwhm25 _37um_Flux_10_5pix _37um_Flux_10_5pix_err _37um_Flux_G2D _37um_Flux_G2D_err fwhm37 _25ApPhot_qflag _37ApPhot_qflag G2D25_qflag G2D37_qflag bkg_qflag25 bkg_qflag37 vExtFlag25 vExtFlag37
SFGC0.315-0.0786 266.668583 -28.708094 0.5854 0.09867 0.6308 0.04498 4.009 "" "" 0.5593 0.07556 3.299 000 011 0 0.0 0 0 0 0
SFGC0.328-0.0671 266.66525 -28.690789 13.32 0.2971 13.26 0.1952 4.479 32.8 1.302 28.58 0.9227 8.179 000 000 0 0.0 1 0 0 0
SFGC0.636-0.0209 266.801792 -28.403931 0.839 0.1634 1.109 0.1867 10.05 4.677 0.9017 3.924 0.766 9.807 000 000 0 0.0 0 0 0 0
SFGC0.625-0.0443 266.818417 -28.424928 1.715 0.08447 1.996 0.09154 9.532 5.255 0.2333 "" "" "" 000 000 0 1.0 0 0 0 0
SFGC359.943-0.0445 266.414583 -29.007772 266.9 19.07 362.1 26.67 12.3 292.3 30.07 233.4 35.98 13.81 000 000 0 0.0 1 1 1 0
SFGC0.649-0.0867 266.873542 -28.426719 0.845 0.1574 0.9656 0.1208 6.751 "" "" 1.451 0.2554 5.197 001 011 0 0.0 0 0 0 0
SFGC359.945-0.0472 266.418375 -29.007581 892.6 28.04 1051 30.52 9.573 1076 37.84 896.3 34.28 10.46 000 000 0 0.0 1 1 0 0
SFGC359.966-0.0553 266.43875 -28.993919 11.63 0.3029 13.75 0.4005 11.63 31.27 1.125 27.15 1.323 13.57 000 000 0 0.0 1 0 0 0
SFGC0.077-0.0964 266.544542 -28.920922 1.36 0.1206 1.374 0.05392 3.932 5.267 0.9201 5.257 0.7122 8.935 000 000 0 0.0 1 0 0 0
SFGC0.614-0.0480 266.815625 -28.436228 2.681 0.1603 2.802 0.1119 6.139 9.658 0.7169 8.305 0.5284 8.509 000 000 0 0.0 1 0 0 0
SFGC359.424-0.0936 266.152 -29.476442 5.243 0.3784 6.337 0.4806 11.17 23.9 1.328 20.13 1.399 12.16 000 000 0 0.0 1 0 0 0
SFGC359.961+0.0099 266.372375 -28.963942 1.278 0.1242 1.382 0.06767 4.792 3.411 0.3649 3.578 0.2194 6.943 000 000 0 0.0 0 0 0 0
SFGC359.939-0.0438 266.411542 -29.010819 99.14 9.14 120.1 18.07 17.39 362.3 19.42 305.8 31.25 18.58 000 000 0 0.0 1 1 1 1
SFGC359.423+0.0293 266.031083 -29.412992 "" "" 0.2309 0.01783 1.999 "" "" "" "" "" 011 111 0 1.0 0 0 0 0
SFGC359.555-0.0409 266.179208 -29.337042 4.189 0.1416 "" "" 20 7.647 0.3792 6.609 0.4265 12.98 000 000 1 0.0 0 0 0 0
SFGC0.159-0.0616 266.559667 -28.832264 40.67 2.793 52.24 4.406 13.87 70.2 3.701 65.44 5.848 18.24 000 000 0 0.0 1 1 1 1
SFGC0.187-0.0789 266.592917 -28.817706 6.702 0.284 7.658 0.3009 9.318 8.812 0.5379 8.076 0.4572 9.813 000 000 0 0.0 0 0 0 0
SFGC0.693-0.0450 266.85925 -28.366922 22.36 0.2097 24.3 0.1789 7.503 69.28 0.8849 59.61 0.6902 9.004 000 000 0 0.0 1 0 0 0
SFGC359.928+0.0437 266.319542 -28.974775 18.97 0.729 23.02 0.9166 11.06 16.82 1.41 14.88 1.192 9.756 000 000 0 0.0 1 0 0 0
SFGC0.083+0.0633 266.392625 -28.832442 0.8791 0.2609 1.136 0.09833 3.315 10.94 1.305 9.578 1.509 13.35 001 000 0 0.0 0 0 0 0
SFGC0.068-0.0872 266.530333 -28.923703 1.498 0.1068 1.91 0.2617 20 4.161 0.278 3.553 0.2034 8.446 000 000 0 0.0 0 0 1 0
SFGC0.385+0.0161 266.617833 -28.599036 15.03 1.816 21.18 4.16 20 59.79 5.913 48.57 9.701 18.94 000 000 0 0.0 1 1 1 1
SFGC359.967-0.0815 266.465042 -29.006561 32.18 0.1959 30.91 0.1063 4.772 46.31 1.073 39.75 0.5552 5.976 000 000 0 0.0 0 0 0 0
SFGC0.224-0.0551 266.592125 -28.773206 1.868 0.129 1.693 0.06611 4.506 2.733 0.4008 2.636 0.2413 6.951 000 000 0 0.0 0 0 0 0
SFGC0.653-0.0600 266.850208 -28.409117 0.7813 0.174 1.039 0.1181 5.973 7.697 0.4742 6.606 0.512 12.46 001 000 0 0.0 0 0 0 0
SFGC0.164-0.0584 266.559167 -28.826928 76.97 0.617 89.29 0.5514 7.861 83.4 0.7381 67.6 0.5798 9.069 000 000 0 0.0 1 1 0 0
SFGC0.642-0.0859 266.868625 -28.432297 1.47 0.2195 1.679 0.1363 5.46 7.223 1.038 6.554 0.8624 9.59 000 000 0 0.0 0 0 0 0
SFGC0.046-0.0699 266.500792 -28.932864 17.53 0.2014 20.04 0.213 9.302 33.07 0.52 "" "" 26 000 000 0 1.0 0 0 0 0
SFGC0.201-0.0237 266.547583 -28.776925 1.206 0.1023 "" "" 20 "" "" 1.276 0.3992 10.4 000 011 1 0.0 0 0 0 0
SFGC0.164-0.0608 266.5615 -28.828156 30.28 3.087 "" "" 20 46.79 3.999 "" "" 26 000 000 1 1.0 1 1 0 0
SFGC0.165-0.0601 266.561833 -28.826406 35.61 0.8765 35.95 0.543 5.449 55.96 1.161 "" "" "" 000 000 0 1.0 1 1 0 0
SFGC0.060-0.0179 266.45825 -28.894172 2.401 0.1418 2.558 0.1128 6.997 7.268 0.6329 "" "" "" 000 000 0 1.0 0 0 0 0
SFGC0.429-0.0108 266.670125 -28.575292 2.745 0.1562 2.086 0.05685 3.202 1.624 0.3527 1.888 0.1685 5.517 000 000 0 0.0 0 0 0 0
SFGC359.958-0.0291 266.408417 -28.987083 4.698 0.5511 6.26 0.7702 12.29 11.21 2.012 "" "" "" 000 000 0 1.0 1 1 1 1
SFGC0.632-0.0881 266.865208 -28.441456 1.798 0.1025 1.855 0.07708 6.613 6.205 0.5096 "" "" "" 000 000 0 1.0 0 0 0 0
SFGC0.697-0.0509 266.867292 -28.366608 6.022 0.1939 "" "" "" 18.38 0.5121 15.17 1.045 23.57 000 000 1 0.0 0 0 0 1
SFGC0.489-0.0281 266.722 -28.533408 23.87 0.3466 26.99 0.3138 7.965 64.38 1.209 55.59 1.231 11.75 000 000 0 0.0 1 0 0 0
SFGC0.052+0.0295 266.407375 -28.876083 40.08 0.3848 41.68 0.2869 6.557 47.53 1.54 41.44 1.006 7.54 000 000 0 0.0 1 0 0 0
SFGC359.988-0.1793 266.572792 -29.039883 "" "" 0.2226 0.02679 2.348 "" "" 0.2577 0.05165 2.156 011 111 0 0.0 0 0 0 0
SFGC359.435+0.0224 266.044875 -29.406669 5.96 0.08634 6.416 0.06867 6.995 11.28 0.2369 10.26 0.184 8.967 000 000 0 0.0 0 0 0 0
SFGC359.931-0.0567 266.419417 -29.024361 15.15 0.6072 19.29 0.8445 12.23 44.11 2.447 39.48 2.827 13.34 000 000 0 0.0 1 1 1 0
SFGC0.118-0.0875 266.560333 -28.881206 2.879 0.207 2.836 0.119 5.056 5.777 0.4299 5.053 0.254 6.821 000 000 0 0.0 0 0 0 0
SFGC0.182-0.0512 266.563167 -28.807339 1.638 0.4515 2.109 0.6552 12.76 "" "" "" "" "" 000 111 0 1.0 1 1 1 0
SFGC0.197-0.1633 266.681417 -28.852694 "" "" "" "" "" "" "" 1.323 0.1237 4.516 011 011 1 0.0 0 0 0 0
SFGC0.191-0.0720 266.58875 -28.810417 5.976 0.213 6.706 0.2022 8.348 10.54 1.041 9.61 0.9866 10.94 000 000 0 0.0 1 0 0 0
SFGC359.922-0.0697 266.426625 -29.039031 12.66 0.1508 13.75 0.1283 7.485 17.14 0.4423 14.74 0.3622 9.453 000 000 0 0.0 0 0 0 0
SFGC0.415-0.0275 266.67825 -28.595556 1.235 0.09907 1.031 0.03159 2.805 1.302 0.2964 0.7978 0.1009 3.931 000 000 0 0.0 0 0 0 0
SFGC0.533-0.0806 266.799292 -28.522717 31.7 2.776 43.24 6.71 20 80.56 3.765 68.7 8.122 24.91 000 000 0 0.0 1 1 1 1
SFGC0.112-0.0802 266.549917 -28.882075 "" "" 0.165 0.02528 2.384 "" "" 0.3156 0.06165 2.767 011 111 0 0.0 0 0 0 0
SFGC0.022+0.0145 266.404125 -28.909511 3.284 0.2967 3.351 0.2059 6.103 3.448 0.6724 3.384 0.4468 7.671 000 000 0 0.0 0 0 0 0
SFGC359.620-0.0637 266.240042 -29.294006 "" "" 0.4278 0.04144 3.253 0.9185 0.2547 0.9509 0.09059 4.107 011 001 0 0.0 0 0 0 0
SFGC0.050-0.0046 266.439208 -28.895956 0.9466 0.1599 0.8615 0.07719 4.247 7.338 0.8607 6.299 1.008 13.52 000 000 0 0.0 0 0 0 0
SFGC0.601-0.0373 266.797292 -28.442106 10.12 0.1531 10.36 0.1009 5.796 32.56 0.6628 29.93 0.4702 8.19 000 000 0 0.0 0 0 0 0
SFGC359.986-0.0608 266.455708 -28.98015 1.453 0.114 1.672 0.04635 3.576 "" "" "" "" 1.52 000 111 0 1.0 0 0 0 0
SFGC359.432-0.1027 266.165542 -29.474514 1.876 0.3248 2.435 0.4632 12.55 "" "" "" "" "" 000 111 0 1.0 1 1 1 0
SFGC0.113+0.0003 266.472 -28.839375 3.96 0.1548 4.324 0.134 7.614 5.266 0.3456 5.027 0.2421 8.087 000 000 0 0.0 0 0 0 0
SFGC359.944-0.0193 266.390708 -28.993753 5.612 0.1827 5.968 0.1497 7.204 15.32 0.4332 13.09 0.3587 9.56 000 000 0 0.0 0 0 0 0
SFGC359.869-0.0179 266.3445 -29.057217 1.737 0.2635 3.315 0.3126 10.44 1.661 0.4633 "" "" "" 000 100 0 1.0 0 0 0 0
SFGC359.739-0.0242 266.272792 -29.171706 21.59 0.2303 25.17 0.2472 9.443 51.9 0.5134 43.81 0.6128 13.78 000 000 0 0.0 0 0 0 0
SFGC359.998+0.0286 266.376208 -28.922603 15.75 0.2885 15.71 0.195 5.946 25.18 0.5775 21.74 0.3697 7.39 000 000 0 0.0 0 0 0 0
SFGC0.192-0.0469 266.565167 -28.796267 "" "" "" "" "" 21.6 3.098 18.78 2.991 11.15 110 000 1 0.0 1 1 1 0
SFGC0.225-0.0637 266.600583 -28.777389 2.533 0.1245 2.459 0.08012 5.661 3.165 0.4433 2.968 0.3443 8.967 000 000 0 0.0 0 0 0 0
SFGC0.517-0.0388 266.7495 -28.514303 4.585 0.5974 "" "" 20 11.74 1.185 11.37 1.756 17.11 000 000 1 0.0 1 0 0 1
SFGC359.678-0.0249 266.237083 -29.223906 1.342 0.08996 1.073 0.02749 2.688 3.156 0.2337 2.566 0.1038 5.127 000 000 0 0.0 0 0 0 0
SFGC0.125+0.0434 266.436958 -28.806983 26.59 1.076 32.04 1.53 12.51 85.2 2.906 74.37 3.095 12.3 000 000 0 0.0 1 1 1 0
SFGC0.601-0.0686 266.828042 -28.4579 14.01 0.1752 15.65 0.1727 8.671 35.38 0.6353 30.97 0.5971 10.85 000 000 0 0.0 0 0 0 0
SFGC0.026+0.0034 266.417208 -28.912092 3.716 0.1578 3.807 0.1077 6.002 4.388 0.3417 4.753 0.1777 6.003 000 000 0 0.0 0 0 0 0
SFGC359.750-0.0227 266.278125 -29.161181 1.399 0.1159 1.575 0.1018 7.726 6.908 0.342 5.807 0.2787 9.41 000 000 0 0.0 0 0 0 0
SFGC359.933-0.0592 266.42275 -29.0243 5.188 0.3289 6.21 0.3825 10.23 9.524 2.091 9.498 1.443 7.964 000 000 0 0.0 1 0 0 0
SFGC0.097+0.0072 266.455375 -28.849989 13.17 1.951 17.12 2.899 13.07 34.95 5.348 31.21 6.327 13.66 000 000 0 0.0 1 1 1 0
SFGC0.498-0.0398 266.739125 -28.531136 6.206 0.1975 7.245 0.2407 10.72 8.141 1.069 7.857 0.9112 9.838 000 000 0 0.0 0 0 0 0
SFGC0.097+0.0177 266.445458 -28.844092 22.27 1.624 29.31 2.932 15.88 30.19 4.07 34.23 6.149 17.44 000 000 0 0.0 1 1 1 1
SFGC359.955-0.0434 266.420375 -28.997481 65.47 9.972 "" "" 20 244.2 20.78 "" "" 26 000 000 1 1.0 1 1 0 0
SFGC0.186-0.0476 266.562 -28.802 12.38 2.11 "" "" "" 15.13 2.74 18.95 3.101 13.07 000 000 1 0.0 1 1 0 0
SFGC359.949+0.0062 266.368833 -28.976119 2.163 0.1131 2.323 0.08116 6.311 3.298 0.3954 3.622 0.3314 9.675 000 000 0 0.0 0 0 0 0
SFGC359.878+0.0161 266.3165 -29.031983 5.512 0.1177 6.463 0.137 10.24 9.959 0.2988 8.685 0.3569 13.79 000 000 0 0.0 0 0 0 0
SFGC0.040-0.0267 266.455125 -28.915611 1.469 0.1624 1.634 0.1204 6.519 7.423 0.5926 7.266 0.549 10.7 000 000 0 0.0 0 0 0 0
SFGC0.039+0.0128 266.415917 -28.895889 11.07 0.959 14.46 1.895 17.38 36.06 2.592 30.02 4.301 19.16 000 000 0 0.0 1 1 1 1
SFGC359.442-0.1024 266.171417 -29.465689 0.7513 0.2469 1.187 0.08712 3.103 "" "" 3.103 0.1804 3.509 001 011 0 0.0 0 0 0 0
SFGC0.376+0.0400 266.589292 -28.594161 2.12 0.0728 1.794 0.02819 2.941 23.13 0.1945 19.46 0.07639 3.844 000 000 0 0.0 0 0 0 0
SFGC0.158+0.0538 266.4465 -28.773272 5.704 0.7253 "" "" "" 27.13 1.312 23.53 1.77 15.58 000 000 1 0.0 1 0 0 1
SFGC0.024-0.1011 266.517708 -28.968531 2.045 0.1443 2.168 0.1056 6.434 1.843 0.4255 2.47 0.2264 6.143 000 001 0 0.0 0 0 0 0
SFGC0.044+0.0139 266.4175 -28.891497 63.75 2.315 76.47 2.502 9.506 133.8 4.633 114.2 4.986 12.42 000 000 0 0.0 1 1 0 0
SFGC359.412-0.0880 266.13925 -29.483683 4.859 0.1243 5.171 0.09644 6.826 9.553 0.3009 8.658 0.2362 9.063 000 000 0 0.0 0 0 0 0
SFGC0.167-0.0414 266.544875 -28.814744 13.73 2.826 "" "" "" 33.97 4.683 30.72 7.734 19.07 100 000 1 0.0 1 1 0 1
SFGC359.553-0.0567 266.193167 -29.347258 3.129 0.1392 "" "" "" 10.51 0.4053 9.299 0.5945 16.93 000 000 1 0.0 0 0 0 1
SFGC0.611-0.0390 266.804667 -28.434736 1.25 0.09002 1.285 0.05389 5.266 3.716 0.442 3.258 0.2931 7.656 000 000 0 0.0 0 0 0 0
SFGC359.937-0.0457 266.412083 -29.013703 86.86 6.429 119.8 13.33 18.23 136.6 21.34 "" "" 26 000 000 0 1.0 1 1 1 0
SFGC0.524-0.0904 266.80375 -28.535236 2.322 0.2595 2.477 0.1871 6.343 10.72 1.735 9.804 1.944 12.94 000 000 0 0.0 0 0 0 0
SFGC0.491-0.0736 266.76775 -28.554903 161.9 1.425 187.4 1.432 8.84 238.3 2.845 208.8 2.763 11.21 000 000 0 0.0 1 1 0 0
SFGC0.411-0.0599 266.707292 -28.616044 13.94 0.09681 13.85 0.06378 4.34 34.12 0.2639 30.42 0.1944 8.506 000 000 0 0.0 0 0 0 0
SFGC0.681-0.0413 266.848167 -28.375939 1.223 0.1911 1.082 0.08229 3.787 3.248 0.8911 3.262 0.396 5.13 000 000 0 0.0 0 0 0 0
SFGC0.164-0.0651 266.566208 -28.829631 14.01 2.809 "" "" 20 29.79 4.247 23.03 4.419 12.01 000 100 1 0.0 1 1 0 0
SFGC0.105-0.0555 266.521833 -28.875061 2.772 0.1809 3.015 0.1469 7.141 3.218 0.385 3.258 0.2409 7.225 000 000 0 0.0 0 0 0 0
SFGC0.185-0.0734 266.586375 -28.816522 9.881 0.2588 11.1 0.2508 8.522 11.49 0.4118 10.22 0.32 8.971 000 000 0 0.0 0 0 0 0
SFGC0.115-0.0908 266.562042 -28.885044 5.341 0.1572 5.837 0.1392 7.79 8.938 0.3964 7.753 0.3552 10.34 000 000 0 0.0 0 0 0 0
SFGC359.665-0.0517 266.255375 -29.249111 1.404 0.1104 1.348 0.06374 5.08 2.693 0.3306 2.348 0.2874 10.03 000 000 0 0.0 0 0 0 0
SFGC359.951-0.0426 266.417625 -28.999869 293.2 9.599 356.4 11.86 10.87 507.6 20.96 428.8 30.48 16.78 000 000 0 0.0 1 1 0 1
SFGC0.078+0.0193 266.43275 -28.859328 6.36 0.4071 7.643 0.3513 7.591 21.3 1.639 19.56 1.171 8.247 000 000 0 0.0 1 0 0 0
SFGC0.007-0.0772 266.484708 -28.970156 1.844 0.1423 2.182 0.1191 7.361 "" "" "" "" "" 000 111 0 1.0 1 0 0 0
SFGC0.033-0.1161 266.538167 -28.968008 4.136 0.2909 5.282 0.3845 11.63 10.15 0.4711 "" "" "" 000 000 0 1.0 0 0 0 0
SFGC359.925-0.0251 266.384792 -29.013203 1.271 0.1533 1.298 0.1004 5.759 5.604 0.4202 4.704 0.3623 9.954 000 000 0 0.0 0 0 0 0
SFGC359.668-0.0195 266.225917 -29.229419 0.7766 0.09244 0.5579 0.03463 3.296 "" "" 0.2238 0.06018 2.435 000 111 0 0.0 0 0 0 0
SFGC359.418-0.1048 266.159583 -29.487053 6.659 0.1225 5.203 0.05064 2.719 11.45 0.2832 8.497 0.1277 3.324 000 000 0 0.0 0 0 0 0
SFGC0.005+0.0087 266.399333 -28.92765 1.151 0.1989 1.2 0.1196 5.29 4.902 0.5785 4.702 0.5365 10.71 001 000 0 0.0 0 0 0 0
SFGC0.694-0.0388 266.853417 -28.363428 "" "" "" "" "" 3.6 0.7222 2.933 0.5188 8.294 111 000 1 0.0 0 0 0 0
SFGC0.006-0.0997 266.505792 -28.983042 3.615 0.1467 4.001 0.1349 8.089 2.422 0.4369 2.211 0.2895 7.651 000 000 0 0.0 0 0 0 0
SFGC0.649-0.1136 266.899917 -28.440303 1.983 0.1043 2.403 0.1352 11.4 6.625 0.3555 5.892 0.3841 12.47 000 000 0 0.0 0 0 0 0
SFGC0.481-0.0536 266.7425 -28.552897 2.759 0.2455 3.198 0.2325 8.331 7.553 1.349 "" "" "" 000 000 0 1.0 0 0 0 0
SFGC359.377-0.0743 266.104833 -29.506456 2.109 0.1348 "" "" "" 5.635 0.4089 5.185 0.3636 10.27 000 000 1 0.0 0 0 0 0
SFGC0.019-0.0618 266.476625 -28.952056 6.228 0.1294 6.785 0.1094 7.434 12.62 0.3508 11.04 0.3288 10.82 000 000 0 0.0 0 0 0 0
SFGC0.145+0.0514 266.441 -28.785861 7.772 0.8244 10.49 2.855 20 34.44 1.528 29.67 2.181 16.47 000 000 0 0.0 1 0 1 1
SFGC0.510-0.0443 266.750167 -28.523889 4.701 0.4782 6.472 0.8628 15.87 17.81 2.341 14.74 2.797 13.79 000 000 0 0.0 1 0 1 0
SFGC0.526-0.0601 266.775167 -28.518142 13.17 0.2172 15.02 0.2152 8.715 28.47 0.6585 24.52 0.6026 10.56 000 000 0 0.0 0 0 0 0
SFGC0.014-0.0458 266.458333 -28.947678 2.277 0.1177 2.214 0.04975 3.717 "" "" 0.7955 0.07212 2.994 000 011 0 0.0 0 0 0 0
SFGC359.434-0.0844 266.149208 -29.462747 7.931 0.5836 9.566 0.7985 12.03 26.38 1.769 23.48 1.608 10.49 000 000 0 0.0 1 0 1 0
SFGC359.935-0.0457 266.410875 -29.015425 171.5 6.605 215.5 11.41 15.2 689.9 19.3 593.7 23.84 14.26 000 000 0 0.0 1 1 1 1
SFGC359.882-0.0010 266.335583 -29.037428 53.4 0.3698 60.25 0.3706 8.815 71.14 0.7164 63.88 0.6686 10.77 000 000 0 0.0 1 0 0 0
SFGC0.192-0.0546 266.5725 -28.800472 18.09 1.321 21.63 1.606 10.69 43.61 2.743 41.96 2.536 10.68 000 000 0 0.0 1 1 0 0
SFGC359.663-0.0205 266.223958 -29.234139 2.426 0.1097 2.707 0.09486 7.603 8.776 1.551 7.566 1.617 12.03 000 000 0 0.0 1 0 0 0
SFGC359.970-0.0430 266.429042 -28.984222 3.892 0.1514 3.72 0.08558 4.973 5.749 0.3828 5.394 0.2253 6.793 000 000 0 0.0 0 0 0 0
SFGC0.388-0.0620 266.695583 -28.637144 0.7143 0.1396 0.5723 0.04816 3.035 "" "" 0.6137 0.1035 3.327 000 111 0 0.0 0 0 0 0
SFGC0.080-0.0106 266.462625 -28.873778 5.283 0.3403 "" "" "" 24.39 1.187 21.24 1.391 13.53 000 000 1 0.0 1 0 0 0
SFGC0.558-0.0778 266.8115 -28.49975 11.59 0.1822 13.8 0.2191 10.57 22.57 0.4158 19.62 0.4343 12.06 000 000 0 0.0 0 0 0 0
SFGC0.154+0.0521 266.44575 -28.777669 9.045 0.6763 "" "" "" 28.8 1.34 24.42 2.219 19.12 000 000 1 0.0 1 0 0 1
SFGC0.159-0.0469 266.545 -28.825172 42.86 2.158 51.71 2.547 10.38 82.79 3.846 71.62 3.657 10.98 000 000 0 0.0 1 1 0 0
SFGC359.729-0.0396 266.28175 -29.188317 9.349 0.3255 10.59 0.2944 7.956 19.8 1.803 16.68 1.857 11.89 000 000 0 0.0 1 0 0 0
SFGC0.499-0.0467 266.746042 -28.534436 10.92 0.34 13.15 0.4683 12.12 51.85 1.927 45.25 2.268 13.59 000 000 0 0.0 1 0 1 0
SFGC0.584-0.0385 266.788417 -28.457394 "" "" 0.1955 0.04647 3.032 3.243 0.3839 3.127 0.2306 6.933 111 000 0 0.0 0 0 0 0
SFGC0.643-0.0468 266.831542 -28.4108 2.741 0.09443 2.74 0.05379 5.011 12.25 0.2463 10.87 0.1334 6.255 000 000 0 0.0 0 0 0 0
SFGC359.444-0.0781 266.149083 -29.450869 3.45 0.1856 "" "" 20 14.04 1.511 12.26 1.695 12.95 000 000 1 0.0 1 0 0 0
SFGC0.234-0.1316 266.672083 -28.805156 1.027 0.08804 1.196 0.08979 8.971 2.216 0.2417 1.875 0.2547 12.16 000 000 0 0.0 0 0 0 0
SFGC0.218-0.1153 266.646833 -28.810119 1.259 0.1216 1.394 0.09369 6.779 6.422 0.3966 6.031 0.4841 14.09 000 000 0 0.0 0 0 0 1
SFGC0.560-0.0678 266.802958 -28.492661 3.049 0.3 "" "" 20 8.047 1.183 "" "" 26 000 000 1 1.0 1 0 0 0
SFGC359.732-0.0075 266.252083 -29.169122 3.414 0.0952 3.091 0.04844 4.475 6.408 0.2364 5.798 0.1185 5.786 000 000 0 0.0 0 0 0 0
SFGC359.924-0.0876 266.445292 -29.0465 9.521 0.1326 10.64 0.1282 8.503 16.16 0.2624 14.11 0.2657 11.69 000 000 0 0.0 0 0 0 0
SFGC359.404+0.0012 266.046958 -29.444186 5.306 0.1318 5.26 0.08594 3.923 14.34 0.3033 12.79 0.1841 7.007 000 000 0 0.0 0 0 0 0
SFGC0.058-0.0547 266.492583 -28.915533 1.099 0.1091 1.177 0.06769 5.458 4.088 0.3569 3.979 0.2754 8.908 000 000 0 0.0 0 0 0 0
SFGC0.603-0.0501 266.811208 -28.44665 82.29 0.7097 85.93 0.5146 6.378 217.8 2.055 196.8 1.395 7.836 000 000 0 0.0 1 1 0 0
SFGC359.917-0.0411 266.39575 -29.02835 0.8038 0.1326 0.9305 0.07504 4.977 7.047 0.4017 6.042 0.4282 12.3 000 000 0 0.0 0 0 0 0
SFGC0.529-0.1064 266.822167 -28.539386 16.13 0.225 19.03 0.2679 10.47 "" 0.5499 "" "" 26 000 000 0 1.0 0 0 0 0
SFGC0.180-0.0414 266.552583 -28.803747 30.85 1.5 37.85 2.363 13.86 66.84 3.558 56.89 7.411 24.04 000 000 0 0.0 1 1 1 1
SFGC359.980+0.0176 266.37575 -28.944222 "" "" 0.7852 0.09748 2.327 "" "" "" "" "" 011 111 0 1.0 1 0 0 0
SFGC0.640-0.1121 266.893125 -28.447269 24.9 0.2781 28.69 0.2975 9.411 45.99 0.5557 40.23 0.5554 11.54 000 000 0 0.0 1 0 0 0
SFGC0.116+0.0400 266.434917 -28.8165 16.45 0.9449 20.16 1.454 13.54 49.62 2.681 41.9 3.34 14.38 000 000 0 0.0 1 1 1 1
SFGC0.122+0.0327 266.445375 -28.815347 7.055 0.2414 "" "" "" 13.24 0.6185 11.73 0.5255 9.808 000 000 1 0.0 0 0 0 0
SFGC359.955-0.0671 266.443458 -29.009897 3.115 0.1124 "" "" "" 6.677 0.3099 5.951 0.3158 11.76 000 000 1 0.0 0 0 0 0
SFGC359.424-0.0965 266.154792 -29.478006 5.482 0.3209 "" "" "" 31.37 0.9481 25.87 1.248 15.2 000 000 1 0.0 1 0 0 1
SFGC0.655-0.0694 266.860583 -28.412181 6.222 0.1978 "" "" "" 11.54 0.4015 10.26 0.3829 11.01 000 000 1 0.0 0 0 0 0
SFGC0.041+0.0194 266.4105 -28.890994 135.5 2.357 157.8 2.578 9.619 201.7 4.699 173.3 4.546 11.17 000 000 0 0.0 1 1 0 0
SFGC0.319-0.0400 266.633583 -28.684175 7.467 0.1153 6.152 0.04191 2.664 16.58 0.2825 13.05 0.09197 3.288 000 000 0 0.0 0 0 0 0
SFGC0.032+0.0199 266.404917 -28.898081 23.83 0.3557 27.25 0.389 9.618 21.34 1.242 19.3 1.038 9.647 000 000 0 0.0 1 0 0 0
SFGC359.431-0.0898 266.15225 -29.468781 15.15 0.6489 18.07 0.6996 9.482 44.92 1.904 38.95 1.856 11.25 000 000 0 0.0 1 0 0 0
SFGC0.516-0.0954 266.803833 -28.544753 0.4742 0.1487 0.8172 0.06019 3.561 "" 0.4379 "" "" "" 001 100 0 1.0 0 0 0 0
SFGC0.636-0.0652 266.845042 -28.426622 0.9028 0.1098 0.9163 0.06534 5.234 2.739 0.2775 2.457 0.1295 5.387 000 000 0 0.0 0 0 0 0
SFGC0.119-0.0693 266.543542 -28.870328 0.8558 0.1304 "" "" "" 2.985 0.271 2.873 0.2703 11.52 000 000 1 0.0 0 0 0 0
SFGC0.207-0.0458 266.572375 -28.783658 0.8249 0.1532 1.13 0.1478 8.486 6.612 0.4309 6.499 0.3297 8.833 001 000 0 0.0 0 0 0 0
SFGC359.869-0.0203 266.346917 -29.058208 7.797 0.1811 9.375 0.2296 11.15 12.02 0.2895 "" "" "" 000 000 0 1.0 0 0 0 0
SFGC0.193-0.1329 266.64925 -28.840539 2.749 0.1644 "" "" 20 3.198 0.3701 3.407 0.2954 9.214 000 000 1 0.0 0 0 0 0
SFGC359.944-0.0256 266.3965 -28.997458 3.654 0.2693 4.548 0.3137 10.24 9.187 0.8328 "" "" "" 000 000 0 1.0 0 0 0 0
SFGC0.555-0.0702 266.802083 -28.498697 19.72 0.427 22.96 0.6584 13.56 54.28 0.9917 45.57 1.237 14.4 000 000 0 0.0 1 0 1 1
SFGC0.514-0.0461 266.754583 -28.520978 30.16 0.6416 35.12 0.7238 9.923 71.25 1.79 61.82 1.871 12.06 000 000 0 0.0 1 0 0 0
SFGC0.564-0.0373 266.775417 -28.473858 3.715 0.134 4.708 0.2448 16.06 7.218 0.2816 6.101 0.2511 10.29 000 000 0 0.0 0 0 1 0
SFGC0.162-0.0031 266.5045 -28.799281 "" "" 0.3986 0.07196 3.188 "" "" "" "" "" 011 111 0 1.0 0 0 0 0
SFGC359.835+0.0061 266.300833 -29.073475 2.172 0.2199 2.455 0.155 6.198 "" "" "" "" 26 000 111 0 1.0 0 0 0 0
SFGC359.683-0.0178 266.233083 -29.216097 8.219 0.1042 9.55 0.1192 10.07 13.43 0.2174 11.64 0.2203 11.7 000 000 0 0.0 0 0 0 0
SFGC359.400-0.0949 266.139125 -29.497086 4.874 0.236 5.744 0.2869 10.69 7.494 0.3201 6.629 0.3227 11.64 000 000 0 0.0 0 0 0 0
